id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,points
392,Nacer,Chadli,35,West Brom,3,61,a,56,1,13 Aug 15:00,6,Everton,False,1,1,1000,1040,1140,1075,990,1060,1100,1190,1190,1240,1180,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nacer,Chadli,35,West Brom,3,61,a,56,2,20 Aug 15:00,5,Crystal Palace,True,1,0,1000,1040,1140,1075,990,1060,1000,1020,1040,1065,1065,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nacer,Chadli,35,West Brom,3,61,a,56,3,28 Aug 13:30,12,Middlesbrough,True,0,0,1000,1040,1140,1075,990,1060,1010,1050,1025,1075,970,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nacer,Chadli,35,West Brom,3,61,a,56,4,10 Sep 15:00,2,Bournemouth,False,1,0,1000,1040,1140,1075,990,1060,950,1080,960,1100,970,1100,90,0,0,0,0,1,1,0,0,1,0,0,0,2,0,2,5,0,0,0,0,0,27,23,0,0,1,1,2
392,Nacer,Chadli,35,West Brom,3,61,a,56,5,17 Sep 15:00,20,West Ham,True,4,2,1000,1040,1140,1075,990,1060,1080,1090,975,990,1125,1150,74,0,0,2,0,0,1,0,0,2,0,0,0,2,0,0,7,0,0,0,1,2,26,21,2,0,2,1,21
392,Nacer,Chadli,35,West Brom,3,61,a,56,6,24 Sep 15:00,14,Stoke,False,1,1,1000,1040,1140,1075,990,1060,1010,1040,970,1025,970,1065,90,1,0,0,0,2,2,0,0,1,0,0,0,0,0,2,7,0,0,0,0,1,35,29,0,0,3,0,1
392,Nacer,Chadli,35,West Brom,3,61,a,56,7,01 Oct 15:00,15,Sunderland,False,1,1,1000,1040,1140,1075,990,1060,950,980,950,970,980,1025,90,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,4,0,0,0,0,4,39,29,0,0,4,2,10
392,Nacer,Chadli,35,West Brom,3,61,a,56,8,15 Oct 15:00,17,Spurs,True,1,1,1000,1040,1140,1075,990,1060,1250,1290,1280,1355,1290,1315,87,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0,1,0,0,17,13,0,0,1,0,10
392,Nacer,Chadli,35,West Brom,3,61,a,56,9,22 Oct 17:30,9,Liverpool,False,2,1,1000,1040,1140,1075,990,1060,1270,1310,1175,1210,1325,1420,90,0,0,0,0,0,1,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,19,16,0,0,2,2,2
392,Nacer,Chadli,35,West Brom,3,61,a,56,10,29 Oct 15:00,10,Man City,True,0,4,1000,1040,1140,1075,990,1060,1270,1320,1175,1275,1350,1400,86,0,0,0,0,1,0,0,0,3,0,0,0,1,0,0,5,0,0,0,0,0,23,21,0,0,0,2,2
392,Nacer,Chadli,35,West Brom,3,61,a,56,11,06 Nov 16:30,8,Leicester,False,1,2,1000,1040,1140,1075,990,1060,1075,1190,1000,1240,1075,1100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nacer,Chadli,35,West Brom,3,61,a,56,12,21 Nov 20:00,3,Burnley,True,4,0,1000,1040,1140,1075,990,1060,940,1040,940,1125,925,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Nacer,Chadli,35,West Brom,3,61,a,56,13,26 Nov 15:00,7,Hull,False,1,1,1000,1040,1140,1075,990,1060,940,980,940,950,960,970,12,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,1
392,Nacer,Chadli,35,West Brom,3,61,a,56,14,03 Dec 15:00,18,Watford,True,3,1,1000,1040,1140,1075,990,1060,1070,1060,1015,1050,1015,1065,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,0,0,0,1
