id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,points
201,Jordan,Henderson,14,Liverpool,3,65,a,59,1,14 Aug 16:00,1,Arsenal,False,3,4,1270,1310,1175,1210,1325,1420,1290,1300,1300,1250,1300,1375,90,0,0,0,0,2,0,0,0,3,0,0,0,2,0,1,7,0,0,1,0,2,72,62,0,0,0,0,2
201,Jordan,Henderson,14,Liverpool,3,65,a,59,2,20 Aug 15:00,3,Burnley,False,2,0,1270,1310,1175,1210,1325,1420,940,1040,940,1125,925,1000,90,1,0,0,0,2,0,0,0,2,0,0,0,2,0,0,11,0,0,1,0,3,133,122,0,0,1,0,1
201,Jordan,Henderson,14,Liverpool,3,65,a,59,3,27 Aug 12:30,17,Spurs,False,1,1,1270,1310,1175,1210,1325,1420,1250,1290,1280,1355,1290,1315,90,1,0,0,0,4,1,0,0,1,0,0,0,3,0,2,9,0,0,0,0,0,53,39,0,0,0,0,1
201,Jordan,Henderson,14,Liverpool,3,65,a,59,4,10 Sep 17:30,8,Leicester,True,4,1,1270,1310,1175,1210,1325,1420,1075,1190,1000,1240,1075,1100,90,1,0,0,0,1,0,0,0,1,0,0,0,5,0,3,9,1,0,0,0,0,62,59,0,0,1,1,1
201,Jordan,Henderson,14,Liverpool,3,65,a,59,5,16 Sep 20:00,4,Chelsea,False,1,2,1270,1310,1175,1210,1325,1420,1310,1340,1300,1350,1300,1375,90,0,0,1,0,0,2,0,0,1,0,0,0,5,0,0,8,0,0,0,0,1,68,57,0,0,0,1,10
201,Jordan,Henderson,14,Liverpool,3,65,a,59,6,24 Sep 15:00,7,Hull,True,5,1,1270,1310,1175,1210,1325,1420,940,980,940,950,960,970,73,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,7,0,0,1,0,2,111,108,0,0,1,3,2
201,Jordan,Henderson,14,Liverpool,3,65,a,59,7,01 Oct 12:30,16,Swansea,False,1,2,1270,1310,1175,1210,1325,1420,970,1000,950,960,990,1035,90,1,0,0,0,1,0,0,0,1,0,0,0,6,0,3,11,0,0,0,1,2,88,78,1,0,0,0,5
201,Jordan,Henderson,14,Liverpool,3,65,a,59,8,17 Oct 20:00,11,Man Utd,True,0,0,1270,1310,1175,1210,1325,1420,1200,1280,1200,1250,1265,1315,90,0,0,0,0,2,0,0,1,0,0,0,0,4,0,3,10,0,0,1,0,1,89,74,0,0,2,0,3
201,Jordan,Henderson,14,Liverpool,3,65,a,59,9,22 Oct 17:30,19,West Brom,True,2,1,1270,1310,1175,1210,1325,1420,1000,1040,1140,1075,990,1060,90,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,5,0,0,2,0,1,88,78,0,0,1,0,1
201,Jordan,Henderson,14,Liverpool,3,65,a,59,10,29 Oct 17:30,5,Crystal Palace,False,2,4,1270,1310,1175,1210,1325,1420,1000,1020,1040,1065,1065,1090,90,0,0,0,0,1,0,0,0,2,0,0,0,2,0,6,7,0,0,2,1,2,65,55,1,0,1,0,7
201,Jordan,Henderson,14,Liverpool,3,65,a,59,11,06 Nov 14:15,18,Watford,True,6,1,1270,1310,1175,1210,1325,1420,1070,1060,1015,1050,1015,1065,90,0,0,0,0,1,0,0,0,1,0,0,0,2,0,2,14,0,0,0,0,2,74,65,0,0,1,1,2
201,Jordan,Henderson,14,Liverpool,3,65,a,59,12,19 Nov 15:00,13,Southampton,False,0,0,1270,1310,1175,1210,1325,1420,1120,1170,1200,1260,1175,1250,90,0,0,0,0,2,0,0,1,0,0,0,0,7,0,3,7,0,0,0,0,0,97,78,0,0,2,0,3
201,Jordan,Henderson,14,Liverpool,3,65,a,59,13,26 Nov 15:00,15,Sunderland,True,2,0,1270,1310,1175,1210,1325,1420,950,980,950,970,980,1025,90,0,0,0,0,0,0,0,1,0,0,0,0,2,0,4,7,0,0,0,0,6,128,117,1,0,0,1,9
201,Jordan,Henderson,14,Liverpool,3,65,a,59,14,04 Dec 13:30,2,Bournemouth,False,4,3,1270,1310,1175,1210,1325,1420,950,1080,960,1100,970,1100,90,1,0,0,0,4,0,0,0,4,0,0,0,5,0,4,13,0,0,1,0,2,85,75,1,0,0,0,4
201,Jordan,Henderson,14,Liverpool,3,65,a,59,15,11 Dec 16:30,20,West Ham,True,2,2,1270,1310,1175,1210,1325,1420,1080,1090,975,990,1125,1150,90,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,8,0,0,0,0,2,106,94,0,0,0,0,2
201,Jordan,Henderson,14,Liverpool,3,65,a,59,16,14 Dec 19:45,12,Middlesbrough,False,0,3,1270,1310,1175,1210,1325,1420,1010,1050,1025,1075,970,990,90,0,0,0,0,0,0,0,1,0,0,0,0,3,0,3,5,0,0,0,0,1,114,104,0,0,1,0,3
201,Jordan,Henderson,14,Liverpool,3,65,a,59,17,19 Dec 20:00,6,Everton,False,0,1,1270,1310,1175,1210,1325,1420,1100,1190,1190,1240,1180,1200,90,0,0,0,0,0,0,0,1,0,0,0,0,5,0,4,13,0,0,0,0,0,81,68,0,0,1,0,3
201,Jordan,Henderson,14,Liverpool,3,65,a,59,18,27 Dec 17:15,14,Stoke,True,,,1270,1310,1175,1210,1325,1420,1010,1040,970,1025,970,1065
