id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,points
133,Kevin,Mirallas,11,Everton,3,60,a,39,1,13 Aug 15:00,17,Spurs,True,1,1,1100,1190,1190,1240,1180,1200,1250,1290,1280,1355,1290,1315,75,0,0,0,0,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,1,23,19,1,0,4,0,5
133,Kevin,Mirallas,11,Everton,3,60,a,39,2,20 Aug 15:00,19,West Brom,False,1,2,1100,1190,1190,1240,1180,1200,1000,1040,1140,1075,990,1060,80,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,1,39,32,0,0,4,0,8
133,Kevin,Mirallas,11,Everton,3,60,a,39,3,27 Aug 15:00,14,Stoke,True,1,0,1100,1190,1190,1240,1180,1200,1010,1040,970,1025,970,1065,69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,1,0,2,24,21,0,0,4,2,3
133,Kevin,Mirallas,11,Everton,3,60,a,39,4,12 Sep 20:00,15,Sunderland,False,0,3,1100,1190,1190,1240,1180,1200,950,980,950,970,980,1025,90,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,4,0,0,0,1,4,50,44,1,0,1,0,6
133,Kevin,Mirallas,11,Everton,3,60,a,39,5,17 Sep 17:30,12,Middlesbrough,True,3,1,1100,1190,1190,1240,1180,1200,1010,1050,1025,1075,970,990,71,0,0,0,0,1,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,28,18,0,0,2,1,2
133,Kevin,Mirallas,11,Everton,3,60,a,39,6,24 Sep 15:00,2,Bournemouth,False,1,0,1100,1190,1190,1240,1180,1200,950,1080,960,1100,970,1100,59,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,9,8,0,0,0,0,1
133,Kevin,Mirallas,11,Everton,3,60,a,39,7,30 Sep 20:00,5,Crystal Palace,True,1,1,1100,1190,1190,1240,1180,1200,1000,1020,1040,1065,1065,1090,14,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1
133,Kevin,Mirallas,11,Everton,3,60,a,39,8,15 Oct 15:00,10,Man City,False,1,1,1100,1190,1190,1240,1180,1200,1270,1320,1175,1275,1350,1400,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,3,0,0,0,0,1
133,Kevin,Mirallas,11,Everton,3,60,a,39,9,22 Oct 15:00,3,Burnley,False,2,1,1100,1190,1190,1240,1180,1200,940,1040,940,1125,925,1000,75,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,3,0,1,2,0,1,30,25,0,0,0,0,2
133,Kevin,Mirallas,11,Everton,3,60,a,39,10,30 Oct 13:30,20,West Ham,True,2,0,1100,1190,1190,1240,1180,1200,1080,1090,975,990,1125,1150,71,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,3,16,13,0,0,1,0,3
133,Kevin,Mirallas,11,Everton,3,60,a,39,11,05 Nov 17:30,4,Chelsea,False,5,0,1100,1190,1190,1240,1180,1200,1310,1340,1300,1350,1300,1375,55,0,0,0,0,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,14,10,0,0,4,1,1
133,Kevin,Mirallas,11,Everton,3,60,a,39,12,19 Nov 15:00,16,Swansea,True,1,1,1100,1190,1190,1240,1180,1200,970,1000,950,960,990,1035,19,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,7,5,0,0,1,0,0
133,Kevin,Mirallas,11,Everton,3,60,a,39,13,27 Nov 16:30,13,Southampton,False,1,0,1100,1190,1190,1240,1180,1200,1120,1170,1200,1260,1175,1250,20,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,9,7,0,0,0,1,1
