id,first_name,second_name,team_code,team_name,type,cost,status,total_points,round,kickoff_time,opp_team_id,opp_team_name,was_home,team_h_score,team_a_score,strength_overall_home,strength_overall_away,strength_attack_home,strength_attack_away,strength_defence_home,strength_defence_away,opp_strength_overall_home,opp_strength_overall_away,opp_strength_attack_home,opp_strength_attack_away,opp_strength_defence_home,opp_strength_defence_away,minutes,yellow_cards,red_cards,goals_scored,own_goals,fouls,dribbles,saves,clean_sheets,goals_conceded,penalties_saved,errors_leading_to_goal,errors_leading_to_goal_attempt,clearances_blocks_interceptions,penalties_conceded,tackles,recoveries,big_chances_missed,offside,open_play_crosses,big_chances_created,key_passes,attempted_passes,completed_passes,assists,penalties_missed,tackled,target_missed,points
346,Lamine,Kone,56,Sunderland,2,44,a,30,1,13 Aug 17:30,10,Man City,False,2,1,950,980,950,970,980,1025,1270,1320,1175,1275,1350,1400,90,0,0,0,0,0,2,0,0,2,0,0,0,9,0,1,4,0,1,0,1,1,18,13,0,0,0,0,1
346,Lamine,Kone,56,Sunderland,2,44,a,30,2,21 Aug 13:30,12,Middlesbrough,True,1,2,950,980,950,970,980,1025,1010,1050,1025,1075,970,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Lamine,Kone,56,Sunderland,2,44,a,30,3,27 Aug 15:00,13,Southampton,False,1,1,950,980,950,970,980,1025,1120,1170,1200,1260,1175,1250,90,0,0,0,0,0,0,0,0,1,0,0,0,11,0,0,7,1,0,0,0,0,27,20,0,0,0,1,2
346,Lamine,Kone,56,Sunderland,2,44,a,30,4,12 Sep 20:00,6,Everton,True,0,3,950,980,950,970,980,1025,1100,1190,1190,1240,1180,1200,90,0,0,0,0,0,1,0,0,3,0,0,0,6,0,0,4,0,0,0,0,0,16,10,0,0,2,0,1
346,Lamine,Kone,56,Sunderland,2,44,a,30,5,18 Sep 16:30,17,Spurs,False,1,0,950,980,950,970,980,1025,1250,1290,1280,1355,1290,1315,90,0,0,0,0,1,0,0,0,1,0,0,0,7,0,4,1,0,0,0,0,0,10,4,0,0,0,1,2
346,Lamine,Kone,56,Sunderland,2,44,a,30,6,24 Sep 15:00,5,Crystal Palace,True,2,3,950,980,950,970,980,1025,1000,1020,1040,1065,1065,1090,90,0,0,0,0,2,0,0,0,3,0,0,0,15,0,0,8,0,0,0,0,0,31,20,0,0,0,0,1
346,Lamine,Kone,56,Sunderland,2,44,a,30,7,01 Oct 15:00,19,West Brom,True,1,1,950,980,950,970,980,1025,1000,1040,1140,1075,990,1060,90,0,0,0,0,1,0,0,0,1,0,0,0,11,0,0,4,0,0,0,0,0,48,33,0,0,0,1,2
346,Lamine,Kone,56,Sunderland,2,44,a,30,8,15 Oct 15:00,14,Stoke,False,2,0,950,980,950,970,980,1025,1010,1040,970,1025,970,1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,Lamine,Kone,56,Sunderland,2,44,a,30,9,22 Oct 15:00,20,West Ham,False,1,0,950,980,950,970,980,1025,1080,1090,975,990,1125,1150,90,0,0,0,0,0,1,0,0,1,0,0,0,11,0,2,10,0,0,0,0,0,23,16,0,0,0,0,2
346,Lamine,Kone,56,Sunderland,2,44,a,30,10,29 Oct 12:30,1,Arsenal,True,1,4,950,980,950,970,980,1025,1290,1300,1300,1250,1300,1375,90,0,0,0,0,1,1,0,0,4,0,0,0,5,0,1,3,0,0,0,0,0,23,19,0,0,0,0,0
